title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,url,released,runtime,genres,Poster Link,Background poster,Description (long),Producer,Director(s),Writer(s),Stars,budget,budger_currency,worldwide_gross,worldwide_gross_currency
Hancock,2008,6.68754,4428,tt0448157,8960,https://trakt.tv/movies/hancock-2008,2008-07-01,92,"action,fantasy,superhero",https://image.tmdb.org/t/p/original/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,https://image.tmdb.org/t/p/original/qndvrOXGyoOxkhc12SqfLi9Hr31.jpg,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",Akiva Goldsman; James Lassiter; Michael Mann; Will Smith,Peter Berg,Vince Gilligan; Vincent Ngo,Will Smith; Charlize Theron; Jason Bateman; Jae Head; Eddie Marsan,150000000,USD,629400000,USD
Happy Gilmore,1996,7.28035,4890,tt0116483,9614,https://trakt.tv/movies/happy-gilmore-1996,1996-02-16,92,comedy,https://image.tmdb.org/t/p/original/epFP29rGrLPseuKxpz3mGKr23Do.jpg,https://image.tmdb.org/t/p/original/As7NuiDRM4EO7LlJn2u8JWWsABp.jpg,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",Robert Simonds,Dennis Dugan,Adam Sandler; Tim Herlihy,Adam Sandler; Christopher McDonald; Julie Bowen; Frances Bay; Carl Weathers,12000000,USD,41422354,USD
Hard to Kill,1990,6.46637,4847,tt0099739,9569,https://trakt.tv/movies/hard-to-kill-1990,1990-02-09,95,"action,drama,crime,thriller",https://image.tmdb.org/t/p/original/nmtMNxslljllSTVtt7VIOXdxSZp.jpg,https://image.tmdb.org/t/p/original/7eBAGOeAX7PWqYo9QVVeGjndMRk.jpg,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",Bill Todman Jr.; Gary Adelson; Joel Simon,Bruce Malmuth,Steven McKay,Steven Seagal; Kelly LeBrock; William Sadler; Frederick Coffin; Bonnie Burroughs,10000000,USD,47410000,USD
Harry Brown,2009,7.12672,15733,tt1289406,25941,https://trakt.tv/movies/harry-brown-2009,2009-11-11,103,"action,crime,drama,thriller",https://image.tmdb.org/t/p/original/lk9qVzvPHuL2vX9ixNut9n0KfYD.jpg,https://image.tmdb.org/t/p/original/7pZtTbxn8d6Blgcf4EUysdEu3bO.jpg,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,Keith Bell; Kris Thykier; Matthew Brown; Matthew Vaughn,Daniel Barber,Gary Young,Michael Caine; Emily Mortimer; Iain Glen; Lee Oakes; Liam Cunningham,7300000,USD,10329747,USD
Harry Potter and the Chamber of Secrets,2002,7.84938,546,tt0295297,672,https://trakt.tv/movies/harry-potter-and-the-chamber-of-secrets-2002,2002-11-15,161,"adventure,fantasy",https://image.tmdb.org/t/p/original/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,https://image.tmdb.org/t/p/original/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",David Heyman,Chris Columbus,Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson; Kenneth Branagh; Toby Jones,100000000,USD,876688482,USD
Harry Potter and the Deathly Hallows: Part 1,2010,7.89763,7228,tt0926084,12444,https://trakt.tv/movies/harry-potter-and-the-deathly-hallows-part-1-2010,2010-11-19,146,"adventure,fantasy",https://image.tmdb.org/t/p/original/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,https://image.tmdb.org/t/p/original/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",David Barron; David Heyman; J.K. Rowling,David Yates,Steve Kloves,Daniel Radcliffe; Emma Watson; Rupert Grint; Toby Jones; Helena Bonham Carter,250000000,USD,954305868,USD
Harry Potter and the Deathly Hallows: Part 2,2011,8.20276,7229,tt1201607,12445,https://trakt.tv/movies/harry-potter-and-the-deathly-hallows-part-2-2011,2011-07-15,130,"adventure,fantasy",https://image.tmdb.org/t/p/original/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,https://image.tmdb.org/t/p/original/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",David Barron; David Heyman; J.K. Rowling,David Yates,Steve Kloves,Daniel Radcliffe; Emma Watson; Rupert Grint; Ralph Fiennes; Alan Rickman,250000000,USD,1341511219,USD
Harry Potter and the Goblet of Fire,2005,7.90946,548,tt0330373,674,https://trakt.tv/movies/harry-potter-and-the-goblet-of-fire-2005,2005-11-18,157,"adventure,fantasy",https://image.tmdb.org/t/p/original/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,https://image.tmdb.org/t/p/original/8f9dnOtpArDrOMEylpSN9Sc6fuz.jpg,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",David Heyman,Mike Newell,Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson; Brendan Gleeson; Michael Gambon,150000000,USD,895921036,USD
Harry Potter and the Half-Blood Prince,2009,7.85352,610,tt0417741,767,https://trakt.tv/movies/harry-potter-and-the-half-blood-prince-2009,2009-07-15,153,"adventure,fantasy",https://image.tmdb.org/t/p/original/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,https://image.tmdb.org/t/p/original/urDWNffjwmNi5IQaezw9GwqkUXa.jpg,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",David Barron; David Heyman,David Yates,Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson; Jim Broadbent; Michael Gambon,250000000,USD,933959197,USD
Harry Potter and the Order of the Phoenix,2007,7.82922,549,tt0373889,675,https://trakt.tv/movies/harry-potter-and-the-order-of-the-phoenix-2007,2007-07-12,138,"adventure,fantasy",https://image.tmdb.org/t/p/original/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,https://image.tmdb.org/t/p/original/82a7AGF081PzFfoM8GAVGMvZNYK.jpg,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",David Barron; David Heyman; Lorne Orleans,David Yates,Michael Goldenberg,Daniel Radcliffe; Rupert Grint; Emma Watson; Imelda Staunton; Helena Bonham Carter,150000000,USD,938212738,USD
Harry Potter and the Prisoner of Azkaban,2004,8.14585,547,tt0304141,673,https://trakt.tv/movies/harry-potter-and-the-prisoner-of-azkaban-2004,2004-05-31,141,"adventure,fantasy",https://image.tmdb.org/t/p/original/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,https://image.tmdb.org/t/p/original/vbk5CfaAHOjQPSAcYm6AoRRz2Af.jpg,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",Chris Columbus; David Heyman; Lorne Orleans; Mark Radcliffe,Alfonso Cuarón,Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson; Robbie Coltrane; Michael Gambon,130000000,USD,789804554,USD
Headhunters,2011,7.56946,51768,tt1614989,70670,https://trakt.tv/movies/headhunters-2011,2011-08-26,100,"crime,thriller,action",https://image.tmdb.org/t/p/original/k5DQqsb9T8djkTAOdwNCBBBHrtK.jpg,https://image.tmdb.org/t/p/original/cuodmX7wuVDciUH8LdSFEqoTzIy.jpg,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,Asle Vatn; Marianne Gray,Morten Tyldum,Lars Gudmestad; Ulf Rydberg,Aksel Hennie; Synnøve Macody Lund; Nikolaj Coster-Waldau; Julie R. Ølgaard; Kyrre Haugen Sydness,,,18962444,USD
Heartbreak Ridge,1986,7.40351,5240,tt0091187,10015,https://trakt.tv/movies/heartbreak-ridge-1986,1986-12-05,130,"drama,war",https://image.tmdb.org/t/p/original/aMr99UigkMCTSPnLTpkzJeLmpyc.jpg,https://image.tmdb.org/t/p/original/ydF3hT1fjrM71AbNAYBZKnq6rtL.jpg,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",Clint Eastwood,Clint Eastwood,Dennis Hackin; James Carabatsos; Joseph Stinson,Clint Eastwood; Marsha Mason; Everett McGill; Moses Gunn; Mario Van Peebles,15000000,USD,42700000,USD
Heat,1995,8.18744,789,tt0113277,949,https://trakt.tv/movies/heat-1995,1995-12-15,170,"action,crime,drama",https://image.tmdb.org/t/p/original/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,https://image.tmdb.org/t/p/original/5JaR6UEoCJJLtLpqFOVMY4O4R7P.jpg,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,Art Linson; Michael Mann,Michael Mann,Michael Mann,Al Pacino; Robert De Niro; Val Kilmer; Jon Voight; Tom Sizemore,60000000,USD,187400000,USD
Heist,2015,6.68766,216730,tt3276924,336004,https://trakt.tv/movies/heist-2015,2015-11-13,93,"action,crime,thriller,drama",https://image.tmdb.org/t/p/original/eKdz5i9gbzJthAxUZBBj5SVbzKR.jpg,https://image.tmdb.org/t/p/original/py92vTBXC2lpFXWvrvlDE9b6gU4.jpg,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",Alexander Tabrizi; George Furla; Randall Emmett; Robert Jones; Stephen C. Sepher; Wayne Marc Godfrey,Scott Mann,Max Adams; Stephen C. Sepher,Jeffrey Dean Morgan; Robert De Niro; Kate Bosworth; Dave Bautista; Gina Carano,22000000,USD,4100000,USD
Hell or High Water,2016,7.55993,230569,tt2582782,338766,https://trakt.tv/movies/hell-or-high-water-2016,2016-08-12,102,"crime,drama,western",https://image.tmdb.org/t/p/original/ljRRxqy2aXIkIBXLmOVifcOR021.jpg,https://image.tmdb.org/t/p/original/55C8p02S7fLXHT8zlRjAA0j14bd.jpg,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,Carla Hacken; Julie Yorn; Peter Berg; Sidney Kimmel,David Mackenzie,Taylor Sheridan,Jeff Bridges; Chris Pine; Ben Foster; Gil Birmingham; Marin Ireland,12000000,USD,37600000,USD
Hellboy,2004,7.1562,981,tt0167190,1487,https://trakt.tv/movies/hellboy-2004,2004-04-02,122,"action,fantasy,superhero",https://image.tmdb.org/t/p/original/21hS8mD8uxBVvf8xVYR30LbbmPO.jpg,https://image.tmdb.org/t/p/original/qdTUAwQKQ9n7PfZeVJzs7sOP8S8.jpg,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",Lawrence Gordon; Lloyd Levin; Mike Richardson,Guillermo del Toro,Guillermo del Toro; Mike Mignola; Peter Briggs,Ron Perlman; Selma Blair; Doug Jones; John Hurt; Rupert Evans,66000000,USD,99318987,USD
Hellboy II: The Golden Army,2008,7.09704,6375,tt0411477,11253,https://trakt.tv/movies/hellboy-ii-the-golden-army-2008,2008-08-21,120,"fantasy,superhero,action",https://image.tmdb.org/t/p/original/zO0Wdrxnhx3KoJEvychSmnY3urC.jpg,https://image.tmdb.org/t/p/original/ePokSUzeMxG3CLYRseg0rIGWCsr.jpg,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",Lawrence Gordon; Lloyd Levin; Mike Richardson,Guillermo del Toro,Guillermo del Toro,Ron Perlman; Selma Blair; Doug Jones; John Alexander; Seth MacFarlane,85000000,USD,160388063,USD
Hercules,2014,6.40067,115599,tt1267297,184315,https://trakt.tv/movies/hercules-2014,2014-07-25,98,"action,adventure",https://image.tmdb.org/t/p/original/5X3VOy9lD44VclKsWTi8gHZGjhL.jpg,https://image.tmdb.org/t/p/original/xjeVjhPcT8QibtmFaGCf6B1lvyv.jpg,"When a new enemy threatens the innocent, Hercules must lead his fearless team of warriors in a battle against overwhelming odds.",Barry Levine; Beau Flynn; Brett Ratner,Brett Ratner,Evan Spiliotopoulos; Ryan Condal,Dwayne Johnson; Ian McShane; John Hurt; Rufus Sewell; Aksel Hennie,100000000,USD,244819862,USD
Hidden Figures,2016,8.27102,241112,tt4846340,381284,https://trakt.tv/movies/hidden-figures-2016,2016-12-10,127,"drama,history",https://image.tmdb.org/t/p/original/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,https://image.tmdb.org/t/p/original/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",Donna Gigliotti; Jenno Topping; Peter Chernin; Pharrell Williams; Theodore Melfi,Theodore Melfi,Allison Schroeder; Theodore Melfi,Taraji P. Henson; Octavia Spencer; Janelle Monáe; Kevin Costner; Kirsten Dunst,25000000,USD,235957472,USD
High Fidelity,2000,7.57595,201,tt0146882,243,https://trakt.tv/movies/high-fidelity-2000,2000-03-17,113,"comedy,drama,music,romance",https://image.tmdb.org/t/p/original/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg,https://image.tmdb.org/t/p/original/tmP4COlAaowO0FniW30aatOcmMq.jpg,"After his long-time girlfriend dumps him, a thirty-year-old record store owner seeks to understand why he is unlucky in love while recounting his ""top five breakups of all time"".",Rudd Simmons; Tim Bevan,Stephen Frears,D.V. DeVincentis; John Cusack; Scott Rosenberg; Steve Pink,John Cusack; Iben Hjejle; Todd Louiso; Jack Black; Lisa Bonet,30000000,USD,47100000,USD
Hitch,2005,6.88508,4225,tt0386588,8488,https://trakt.tv/movies/hitch-2005,2005-02-11,118,"comedy,drama,romance",https://image.tmdb.org/t/p/original/x3W9H3nhGQbWSlyI8Amp2F6Z6cz.jpg,https://image.tmdb.org/t/p/original/fmDYTtZZQHLBAvvqgdXItqMXBNG.jpg,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",James Lassiter; Teddy Zee; Will Smith,Andy Tennant,Kevin Bisch,Will Smith; Eva Mendes; Kevin James; Amber Valletta; Julie Ann Emery,,,371600000,USD
Hitman,2007,6.4389,1067,tt0465494,1620,https://trakt.tv/movies/hitman-2007,2007-11-21,89,"action,drama,thriller",https://image.tmdb.org/t/p/original/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg,https://image.tmdb.org/t/p/original/lkoI9rc3OhuSYSy7gK45a3Nk9HH.jpg,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",Adrian Askarieh; Charles Gordon; Daniel Alter; Pierre-Ange Le Pogam,Xavier Gens,Skip Woods,Timothy Olyphant; Dougray Scott; Olga Kurylenko; Robert Knepper; Ulrich Thomsen,24000000,USD,101276318,USD
Holmes & Watson,2018,5.23949,270885,tt1255919,426563,https://trakt.tv/movies/holmes-watson-2018,2018-12-25,90,"mystery,comedy,crime",https://image.tmdb.org/t/p/original/orEUlKndjV1rEcWqXbbjegjfv97.jpg,https://image.tmdb.org/t/p/original/5Zvu4SrY3p9qgnITkCn4jAQwKvB.jpg,"Detective Sherlock Holmes and Dr. John Watson join forces to investigate a mysterious murder at Buckingham Palace. It seems like an open-and-shut case as all signs point to Professor James Moriarty, the criminal mastermind and longtime nemesis of the crime-solving duo. When new twists and clues begin to emerge, the world's greatest sleuth and his trusted assistant must now use their legendary wits and ingenious methods to catch the killer as they only have four days before the queen becomes the next victim.",Adam McKay; Clayton Townsend; Jimmy Miller; Will Ferrell,Etan Cohen,Etan Cohen,Will Ferrell; John C. Reilly; Rebecca Hall; Kelly Macdonald; Rob Brydon,42000000,USD,40500000,USD
Honest Thief,2020,6.61388,404631,tt1838556,553604,https://trakt.tv/movies/honest-thief-2020,2020-10-16,99,"action,thriller,crime",https://image.tmdb.org/t/p/original/zeD4PabP6099gpE0STWJrJrCBCs.jpg,https://image.tmdb.org/t/p/original/2M2JxEv3HSpjnZWjY9NOdGgfUd.jpg,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",Craig Chapman; Jonah Loop; Mark Williams; Myles Nestel; Tai Duncan,Mark Williams,Mark Williams; Steve Allrich,Liam Neeson; Kate Walsh; Jai Courtney; Jeffrey Donovan; Anthony Ramos,30000000,USD,31220247,USD
Horrible Bosses,2011,6.99812,36171,tt1499658,51540,https://trakt.tv/movies/horrible-bosses-2011,2011-07-08,98,"comedy,crime",https://image.tmdb.org/t/p/original/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,https://image.tmdb.org/t/p/original/9fkYHcOtaz4cKmlDWw7tqUr5TUt.jpg,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",Brett Ratner; Jay Stern,Seth Gordon,John Francis Daley; Jonathan Goldstein; Michael Markowitz,Jason Bateman; Charlie Day; Jason Sudeikis; Kevin Spacey; Jennifer Aniston,,,209838559,USD
Hot Fuzz,2007,7.90013,2724,tt0425112,4638,https://trakt.tv/movies/hot-fuzz-2007,2007-02-14,121,"action,comedy,crime",https://image.tmdb.org/t/p/original/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,https://image.tmdb.org/t/p/original/9rMSCFH9zhv1vILpEZQlUJs9iUm.jpg,"Former London constable Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",Eric Fellner; Nira Park; Tim Bevan,Edgar Wright,Edgar Wright; Simon Pegg,Simon Pegg; Nick Frost; Jim Broadbent; Paddy Considine; Rafe Spall,16000000,USD,80600000,USD
How to Train Your Dragon,2010,8.20346,5405,tt0892769,10191,https://trakt.tv/movies/how-to-train-your-dragon-2010,2010-03-26,98,"adventure,animation,fantasy,family",https://image.tmdb.org/t/p/original/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,https://image.tmdb.org/t/p/original/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",Bonnie Arnold,Chris Sanders; Dean DeBlois,Chris Sanders; Dean DeBlois; William Davies,Jay Baruchel; Gerard Butler; Craig Ferguson; America Ferrera; Jonah Hill,165000000,USD,495141736,USD
How to Train Your Dragon,2025,7.96757,873974,tt26743210,1087192,https://trakt.tv/movies/how-to-train-your-dragon-2025,2025-06-13,125,"fantasy,family,action,adventure",https://image.tmdb.org/t/p/original/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg,https://image.tmdb.org/t/p/original/AeDzjt00Hfh9CuW7TIUdYBJmWYM.jpg,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",Adam Siegel; Dean DeBlois; Marc Platt,Dean DeBlois,Dean DeBlois,Mason Thames; Nico Parker; Gerard Butler; Nick Frost; Gabriel Howell,150000000,USD,635213100,USD
How to Train Your Dragon 2,2014,7.91568,61873,tt1646971,82702,https://trakt.tv/movies/how-to-train-your-dragon-2-2014,2014-06-13,102,"action,adventure,animation,comedy,fantasy,family",https://image.tmdb.org/t/p/original/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,https://image.tmdb.org/t/p/original/5MnP0h7RcUCeX7gpxMYoMScmfq7.jpg,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.",Bonnie Arnold,Dean DeBlois,Dean DeBlois,Jay Baruchel; Cate Blanchett; Gerard Butler; Craig Ferguson; America Ferrera,145000000,USD,621537519,USD
How to Train Your Dragon: The Hidden World,2019,7.89187,106668,tt2386490,166428,https://trakt.tv/movies/how-to-train-your-dragon-the-hidden-world-2019,2019-02-22,104,"adventure,animation,family",https://image.tmdb.org/t/p/original/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,https://image.tmdb.org/t/p/original/h3KN24PrOheHVYs9ypuOIdFBEpX.jpg,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",Bonnie Arnold; Bradford Lewis,Dean DeBlois,Dean DeBlois,Jay Baruchel; America Ferrera; F. Murray Abraham; Cate Blanchett; Gerard Butler,129000000,USD,539987993,USD
Hulk,2003,5.84837,1301,tt0286716,1927,https://trakt.tv/movies/hulk-2003,2003-06-20,138,"action,science-fiction,superhero,adventure",https://image.tmdb.org/t/p/original/UllIft2jLSBaay3zQyMV4GNdfy.jpg,https://image.tmdb.org/t/p/original/gJws6mK1RxPVPeL0MpxUzahLFBf.jpg,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",Avi Arad; Gale Anne Hurd; James Schamus; Larry Franco,Ang Lee,James Schamus; John Turman; Michael France,Eric Bana; Jennifer Connelly; Sam Elliott; Josh Lucas; Nick Nolte,,,245360480,USD
Hunter Killer,2018,7.26292,292679,tt1846589,399402,https://trakt.tv/movies/hunter-killer-2018,2018-10-26,121,"action,thriller,adventure",https://image.tmdb.org/t/p/original/ng7ukqGaSHOuJZ4GwLJP6AH9ixc.jpg,https://image.tmdb.org/t/p/original/gCIB3DdK00DyfwosVGf7pnFFdK3.jpg,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",Alan Siegel; Gerard Butler; John Thompson; Les Weldon; Mark Gill; Matthew O'Toole; Neal H. Moritz; Toby Jaffe; Tucker Tooley,Donovan Marsh,Arne Schmidt; Jamie Moss,Gerard Butler; Gary Oldman; Toby Stephens; Common; Linda Cardellini,40000000,USD,31672678,USD
I Am Legend,2007,7.43544,3642,tt0480249,6479,https://trakt.tv/movies/i-am-legend-2007,2007-12-14,101,"drama,science-fiction,thriller",https://image.tmdb.org/t/p/original/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,https://image.tmdb.org/t/p/original/qg0OLFasb1kNrAhKjqh4zTW37pS.jpg,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",Akiva Goldsman; David Heyman; James Lassiter; Neal H. Moritz,Francis Lawrence,Akiva Goldsman; Mark Protosevich,Will Smith; Alice Braga; Charlie Tahan; Dash Mihok; Salli Richardson-Whitfield,,,585410052,USD
I Am Sam,2001,7.64512,6098,tt0277027,10950,https://trakt.tv/movies/i-am-sam-2001,2001-12-28,132,drama,https://image.tmdb.org/t/p/original/3MUXRSyx9gnA2lLSSTGLN8cQQ42.jpg,https://image.tmdb.org/t/p/original/mOsg2l9zq315ouw55rbNATSwgU1.jpg,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",Edward Zwick; Jessie Nelson; Marshall Herskovitz; Richard Solomon,Jessie Nelson,Jessie Nelson; Kristine Johnson,Sean Penn; Michelle Pfeiffer; Dianne Wiest; Dakota Fanning; Richard Schiff,22000000,USD,92542418,USD
I Think I Love My Wife,2007,5.73669,8679,tt0770772,14434,https://trakt.tv/movies/i-think-i-love-my-wife-2007,2007-03-07,94,"comedy,romance",https://image.tmdb.org/t/p/original/aUv1KxJwrdAY7ltJ38SvOWxI0n9.jpg,https://image.tmdb.org/t/p/original/63CCiy1L87nnSJ6PdPGOemhDjiF.jpg,"Richard Cooper is a married man and father of two who is just plain bored with married life. Not getting any sex from his wife, he resorts to ogling random women on the street to the point that he takes lunch late to look at them. When old crush Nikki Tru visits his office to get a reference letter, she becomes obsessed with Cooper and they begin a complicated relationship.",Chris Rock; Lisa Stewart,Chris Rock,Chris Rock; Louis C.K.,Chris Rock; Gina Torres; Kerry Washington; Steve Buscemi; Edward Herrmann,11000000,USD,13196245,USD
