title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,url,released,runtime,genres,Poster Link,Background poster,Description (long),Producer,Director(s),Writer(s),Stars,budget,budger_currency,worldwide_gross,worldwide_gross_currency
A Beautiful Mind,2001,8.10596,358,tt0268978,453,https://trakt.tv/movies/a-beautiful-mind-2001,2001-12-21,135,"drama,romance",https://image.tmdb.org/t/p/original/rEIg5yJdNOt9fmX4P8gU9LeNoTQ.jpg,https://image.tmdb.org/t/p/original/hCJFWTPghXCwwSpvPpAoIB8318Q.jpg,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.",Brian Grazer; Ron Howard,Ron Howard,Akiva Goldsman,Russell Crowe; Jennifer Connelly; Ed Harris; Paul Bettany; Christopher Plummer,58000000,USD,316791257,USD
A Clockwork Orange,1971,8.01274,149,tt0066921,185,https://trakt.tv/movies/a-clockwork-orange-1971,1971-12-19,137,"science-fiction,crime",https://image.tmdb.org/t/p/original/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,https://image.tmdb.org/t/p/original/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",Stanley Kubrick,Stanley Kubrick,Stanley Kubrick,Malcolm McDowell; Patrick Magee; Carl Duering; Michael Bates; Warren Clarke,2200000,USD,27033812,USD
A Family Man,2016,7.31232,261011,tt1718924,375183,https://trakt.tv/movies/a-family-man-2016,2017-07-28,108,drama,https://image.tmdb.org/t/p/original/hCUrI8v523NQDJNKoDxGq2nvbvw.jpg,https://image.tmdb.org/t/p/original/mvU74vnYTkPrgwGnlpLryVP0S4A.jpg,"Dane Jensen is a driven, Chicago-based headhunter, working at a cut-throat job placement firm. When his boss pits Dane against Lynn Vogel, Dane's equally driven but polar-opposite rival at the firm, in a battle for control over the company. When his young son is then given a harrowing diagnosis, Dane is suddenly pulled between achieving his professional dream and spending time with the family that needs him now more than ever.",Alan Siegel; Amy Tripodi; Craig J. Flores; Gerard Butler; Mark Williams; Nicolas Chartier; Patrick Newall,Mark Williams,Bill Dubuque,Gerard Butler; Gretchen Mol; Maxwell Jenkins; Alison Brie; Anupam Kher,,,1641235,USD
A Few Good Men,1992,7.94159,724,tt0104257,881,https://trakt.tv/movies/a-few-good-men-1992,1992-12-11,138,drama,https://image.tmdb.org/t/p/original/rLOk4z9zL1tTukIYV56P94aZXKk.jpg,https://image.tmdb.org/t/p/original/H40nWdJngUc6gtytMAbElm9HOu.jpg,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",Andrew Scheinman; David Brown; Rob Reiner,Rob Reiner,Aaron Sorkin,Tom Cruise; Jack Nicholson; Demi Moore; Kevin Bacon; Kiefer Sutherland,,,243240178,USD
A Fistful of Dollars,1964,7.81945,311,tt0058461,391,https://trakt.tv/movies/a-fistful-of-dollars-1964,1964-09-12,99,western,https://image.tmdb.org/t/p/original/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,https://image.tmdb.org/t/p/original/rTJRWO9zHcB29JecTXHg0wUa4Xs.jpg,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",Arrigo Colombo; Giorgio Papi,Sergio Leone,Duccio Tessari; Fernando Di Leo; Jaime Comas Gil; Sergio Leone; Tonino Valerii; Víctor Andrés Catena,Clint Eastwood; Marianne Koch; Gian Maria Volonté; Wolfgang Lukschy; Sieghardt Rupp,200000,USD,14500000,USD
A Good Day to Die Hard,2013,5.91296,33210,tt1606378,47964,https://trakt.tv/movies/a-good-day-to-die-hard-2013,2013-02-14,98,"action,thriller",https://image.tmdb.org/t/p/original/qJ0csDXAVFMsNn0cRcjy6W6PxAK.jpg,https://image.tmdb.org/t/p/original/wFUkS5cnMf3I8ysIPWzIXpTsuR7.jpg,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",Alex Young; Wyck Godfrey,John Moore,Skip Woods,Bruce Willis; Jai Courtney; Sebastian Koch; Yuliya Snigir; Radivoje Bukvić,92000000,USD,304654182,USD
A Haunting in Venice,2023,6.63219,759594,tt22687790,945729,https://trakt.tv/movies/a-haunting-in-venice-2023,2023-09-15,104,"crime,mystery,thriller",https://image.tmdb.org/t/p/original/l6iwxT0NbVw6QiF08YTIuTnXS82.jpg,https://image.tmdb.org/t/p/original/qB9wshRySHgN2MibLOlsW6YalqD.jpg,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",Judy Hofflund; Kenneth Branagh; Ridley Scott; Simon Kinberg,Kenneth Branagh,Michael Green,Kenneth Branagh; Kyle Allen; Camille Cottin; Jamie Dornan; Tina Fey,60000000,USD,121400000,USD
A History of Violence,2005,7.27661,32,tt0399146,59,https://trakt.tv/movies/a-history-of-violence-2005,2005-10-07,96,"crime,drama,thriller",https://image.tmdb.org/t/p/original/A26rcvipOqptVs7i5uRmKicXRxE.jpg,https://image.tmdb.org/t/p/original/iZHJsUYxhjI6kbooHoQRWXv6F8E.jpg,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,Chris Bender; J.C. Spink,David Cronenberg,Josh Olson,Viggo Mortensen; Maria Bello; Ed Harris; William Hurt; Ashton Holmes,32000000,USD,61477797,USD
A Man Apart,2003,6.52856,4175,tt0266465,8409,https://trakt.tv/movies/a-man-apart-2003,2003-04-04,109,"action,drama,crime",https://image.tmdb.org/t/p/original/mgcGj39KYcyPx6zDiICHsPQNAJQ.jpg,https://image.tmdb.org/t/p/original/bPVCkI1NVHNuAdD9OB5NFHgOSXk.jpg,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",Bob Degus; Joey Nittolo; Tucker Tooley; Vin Diesel; Vincent Newman,F. Gary Gray,Christian Gudegast; Paul T. Scheuring,Vin Diesel; Larenz Tate; Timothy Olyphant; Geno Silva; Jacqueline Obradors,36000000,USD,44350926,USD
A Royal Affair,2012,7.45079,66178,tt1276419,88273,https://trakt.tv/movies/a-royal-affair-2012,2012-03-29,137,"drama,history,romance",https://image.tmdb.org/t/p/original/AafVGIirBlCw8Whb4DSPSLX9nGW.jpg,https://image.tmdb.org/t/p/original/mcoZV42CxmW07Ob8ynDuZ7wKZSr.jpg,"A young queen falls in love with her physician, and they start a revolution that changes their nation forever.",Louise Vesth; Meta Louise Foldager Sørensen; Sisse Graum Jørgensen,Nikolaj Arcel,Nikolaj Arcel; Rasmus Heisterberg,Alicia Vikander; Mads Mikkelsen; Mikkel Boe Følsgaard; Trine Dyrholm; David Dencik,,,14800000,USD
A Star Is Born,2018,7.72789,213443,tt1517451,332562,https://trakt.tv/movies/a-star-is-born-2018,2018-10-05,136,"drama,romance,music",https://image.tmdb.org/t/p/original/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,https://image.tmdb.org/t/p/original/dDYpjrwh1wNVQk0rEpc9P81wQt4.jpg,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",Bill Gerber; Bradley Cooper; Jon Peters; Lynette Howell Taylor; Todd Phillips,Bradley Cooper,Bradley Cooper; Eric Roth; Will Fetters,Lady Gaga; Bradley Cooper; Sam Elliott; Andrew Dice Clay; Rafi Gavron,36000000,USD,436388866,USD
A Time to Kill,1996,7.67385,1090,tt0117913,1645,https://trakt.tv/movies/a-time-to-kill-1996,1996-07-24,149,"crime,drama,thriller",https://image.tmdb.org/t/p/original/w8UCke112E9jrhjKcwG32kyhTx5.jpg,https://image.tmdb.org/t/p/original/bwLQCW6LqmrJ6aJsevypcg93JCU.jpg,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",Arnon Milchan; Hunt Lowry; John Grisham; Michael G. Nathanson,Joel Schumacher,Akiva Goldsman,Matthew McConaughey; Sandra Bullock; Samuel L. Jackson; Kevin Spacey; Ashley Judd,40000000,USD,152266007,USD
A View to a Kill,1985,6.61832,579,tt0090264,707,https://trakt.tv/movies/a-view-to-a-kill-1985,1985-06-12,131,"action,adventure,thriller",https://image.tmdb.org/t/p/original/arJF829RP9cYvh0NU70dC5TtXSa.jpg,https://image.tmdb.org/t/p/original/hvGWyyC8wER1I8ExSXNtFBs7Mgd.jpg,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,Albert R. Broccoli; Michael G. Wilson; Tom Pevsner,John Glen,Michael G. Wilson; Richard Maibaum,Roger Moore; Tanya Roberts; Christopher Walken; Grace Jones; Patrick Macnee,30000000,USD,152427960,USD
A.I. Artificial Intelligence,2001,7.24896,520,tt0212720,644,https://trakt.tv/movies/a-i-artificial-intelligence-2001,2001-06-29,146,"adventure,drama,science-fiction",https://image.tmdb.org/t/p/original/8MZSGX5JORoO72EfuAEcejH5yHn.jpg,https://image.tmdb.org/t/p/original/n7p6UTAZtkeoHkwCO42BEQaMFJY.jpg,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",Bonnie Curtis; Kathleen Kennedy; Steven Spielberg,Steven Spielberg,Steven Spielberg,Haley Joel Osment; Jude Law; Frances O'Connor; Sam Robards; Jake Thomas,100000000,USD,235926552,USD
Æon Flux,2005,6.12099,4071,tt0402022,8202,https://trakt.tv/movies/aeon-flux-2005,2005-12-02,93,"science-fiction,action,thriller",https://image.tmdb.org/t/p/original/5958Nt4QX6aRSUdQnvNw8wqjTJQ.jpg,https://image.tmdb.org/t/p/original/mFOtfHwRuqW8NBigdERcPR6AG6S.jpg,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",David Gale; Gale Anne Hurd; Gary Lucchesi; Gregory Goodman; Martha Griffin,Karyn Kusama,Matt Manfredi; Phil Hay,Charlize Theron; Marton Csokas; Jonny Lee Miller; Sophie Okonedo; Frances McDormand,62000000,USD,53321673,USD
About Time,2013,8.01151,84894,tt2194499,122906,https://trakt.tv/movies/about-time-2013,2013-09-04,123,"drama,romance,fantasy",https://image.tmdb.org/t/p/original/iR1bVfURbN7r1C46WHFbwCkVve.jpg,https://image.tmdb.org/t/p/original/fzZmcKQv7ZTGIiPvocPhNs3wUyK.jpg,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",Eric Fellner; Nicky Kentish Barnes; Tim Bevan,Richard Curtis,Richard Curtis,Domhnall Gleeson; Rachel McAdams; Bill Nighy; Tom Hollander; Margot Robbie,12000000,USD,87100449,USD
Absolute Power,1997,7.01011,37,tt0118548,66,https://trakt.tv/movies/absolute-power-1997,1997-02-14,121,"crime,drama,action",https://image.tmdb.org/t/p/original/nJRJvWufoLymvNA0Nk5Z0kqsWyk.jpg,https://image.tmdb.org/t/p/original/cLftTzGw40BlLw8IggKSWDjKOQo.jpg,"A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",Clint Eastwood; Karen S. Spiegel,Clint Eastwood,William Goldman,Clint Eastwood; Gene Hackman; Ed Harris; Laura Linney; Judy Davis,50000000,USD,50100000,USD
Ad Astra,2019,6.38832,298164,tt2935510,419704,https://trakt.tv/movies/ad-astra-2019,2019-09-20,123,"science-fiction,drama",https://image.tmdb.org/t/p/original/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,https://image.tmdb.org/t/p/original/AeDS2MKGFy6QcjgWbJBde0Ga6Hd.jpg,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",Anthony Katagas; Arnon Milchan; Brad Pitt; Dede Gardner; James Gray; Jeremy Kleiner; Rodrigo Teixeira,James Gray,Ethan Gross; James Gray,Brad Pitt; Tommy Lee Jones; Liv Tyler; Ruth Negga; Donald Sutherland,90000000,USD,127461872,USD
Addams Family Values,1993,7.28046,1842,tt0106220,2758,https://trakt.tv/movies/addams-family-values-1993,1993-11-19,94,"comedy,fantasy,family",https://image.tmdb.org/t/p/original/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,https://image.tmdb.org/t/p/original/sZhTfYouKM1iV3rVbgIVEQFQogA.jpg,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",Scott Rudin,Barry Sonnenfeld,Paul Rudnick,Anjelica Huston; Raúl Juliá; Christopher Lloyd; Joan Cusack; Christina Ricci,47000000,USD,48919043,USD
Air Force One,1997,6.99445,5033,tt0118571,9772,https://trakt.tv/movies/air-force-one-1997,1997-07-25,124,"action,thriller",https://image.tmdb.org/t/p/original/juRFEbyx5JlNuYrZM50vcZmtN78.jpg,https://image.tmdb.org/t/p/original/8IFCWQ0fQEukqNY7LAljl7DuFZf.jpg,"When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",Armyan Bernstein; Gail Katz; Jonathan Shestack; Wolfgang Petersen,Wolfgang Petersen,Andrew W. Marlowe,Harrison Ford; Gary Oldman; Glenn Close; Wendy Crewson; Liesel Matthews,85000000,USD,315200000,USD
Airplane!,1980,7.72125,656,tt0080339,813,https://trakt.tv/movies/airplane-1980,1980-06-27,88,comedy,https://image.tmdb.org/t/p/original/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,https://image.tmdb.org/t/p/original/lz6Cy1JgOR72AilU2ghDvLKbgqT.jpg,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,Jon Davison,David Zucker; Jerry Zucker; Jim Abrahams,David Zucker; Jerry Zucker; Jim Abrahams,Robert Hays; Julie Hagerty; Leslie Nielsen; Kareem Abdul-Jabbar; Lloyd Bridges,3500000,USD,83453539,USD
Alexander,2004,6.09797,1334,tt0346491,1966,https://trakt.tv/movies/alexander-2004,2004-11-24,176,"action,adventure,drama,history,romance,war",https://image.tmdb.org/t/p/original/jrwQu72sGwGqwE8Ijne89PSIvhp.jpg,https://image.tmdb.org/t/p/original/ySK5gxvXYnn55fjCIBeJVsG17RJ.jpg,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",Iain Smith; Jon Kilik; Moritz Borman; Oliver Stone; Santa Pestonji; Tabrez Noorani; Thomas Schühly,Oliver Stone,Christopher Kyle; Laeta Kalogridis; Oliver Stone,Colin Farrell; Angelina Jolie; Val Kilmer; Jared Leto; Jonathan Rhys Meyers,155000000,USD,167298192,USD
